dates,region,department,commune,IdpsMenages,IdpsInd,RessortissantPaysTiers,IdpReturn,ReturnFromOutsideBorder,Refugees,lat,lon
2023-04-30,Diffa,Nguigmi,Kabalewa,162,649,0,0,0,350,13.9339088,12.9454066
2023-04-30,Diffa,Nguigmi,Kabalewa,200,800,0,0,0,140,13.9695547,12.9673243
2023-04-30,Diffa,Nguigmi,Kabalewa,72,288,0,0,0,35,13.970282,12.9753618
2023-04-30,Diffa,Nguigmi,Kabalewa,400,1600,0,0,0,70,13.975259,12.9635959
2023-04-30,Diffa,Nguigmi,Kabalewa,1200,4800,0,2880,0,5600,13.980331,12.966905
2023-04-30,Diffa,Nguigmi,Kabalewa,160,640,0,0,0,0,14.0528435,12.9723178
2023-04-30,Diffa,Nguigmi,Kabalewa,160,640,0,0,0,0,14.0565392,12.9741787
2023-04-30,Diffa,Nguigmi,Kabalewa,160,640,0,0,0,0,14.0561114,12.9754571
2023-04-30,Diffa,Nguigmi,Kabalewa,80,320,0,0,0,0,14.1015755,12.9573911
2023-04-30,Diffa,Nguigmi,Kabalewa,40,160,0,32,70,70,14.1300714,12.9785736
2023-04-30,Diffa,Nguigmi,Nguigmi,160,640,0,0,0,140,14.2093598,13.0413542
2023-04-30,Diffa,Nguigmi,Nguigmi,80,320,0,160,70,70,14.2534829,13.0657549
2023-04-30,Diffa,Nguigmi,Nguigmi,160,640,0,0,0,70,14.33912,13.1221893
2023-04-30,Diffa,Nguigmi,Nguigmi,160,640,0,0,0,70,14.3455755,13.1326346
2023-04-30,Diffa,Nguigmi,Nguigmi,120,480,0,0,0,0,14.359503,13.1402158
2023-04-30,Diffa,Nguigmi,Nguigmi,96,384,0,0,0,0,14.3817892,13.1149856
2023-04-30,Diffa,Nguigmi,Nguigmi,80,320,0,32,0,0,14.3290757,13.1602635
2023-04-30,Diffa,Nguigmi,Nguigmi,80,320,0,64,0,140,14.2815835,13.0956562
2023-04-30,Diffa,Nguigmi,Nguigmi,40,160,0,160,0,0,14.4204462,13.3903643
2023-04-30,Diffa,Nguigmi,Nguigmi,40,160,0,160,0,70,14.413906,13.3282475
2023-04-30,Diffa,Nguigmi,Nguigmi,80,320,0,320,0,0,14.3838838,13.2725642
2023-04-30,Diffa,Nguigmi,Nguigmi,160,640,0,320,0,0,14.3784819,13.2568525
2023-04-30,Diffa,Nguigmi,Nguigmi,800,3200,0,0,0,0,14.2801058,13.1433685
2023-04-30,Diffa,Ngourti,Ngourti,40,160,0,64,70,70,15.3282444,13.1971265
2023-04-30,Diffa,Ngourti,Ngourti,40,160,0,0,0,0,14.8309095,13.2404834
2023-04-30,Diffa,Diffa,Chetimari,240,960,0,1920,0,0,13.1848954,12.4235199
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,20,80,0,112,0,0,13.1600206,12.0318795
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,32,128,0,74,0,0,13.2457236,11.968143
2023-04-30,Diffa,Diffa,Chetimari,12,48,0,64,0,0,13.1728577,12.3568435
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,96,384,0,480,0,0,13.2263452,12.0323312
2023-04-30,Diffa,Goudoumaria,Goudoumaria,4,16,0,32,0,0,13.7229044,10.9116595
2023-04-30,Diffa,Goudoumaria,Goudoumaria,6,22,0,16,0,0,13.4017287,10.7745538
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,8,32,0,10,0,0,13.7099999,11.0394133
2023-04-30,Diffa,Goudoumaria,Goudoumaria,12,48,0,64,0,0,13.4131633,11.09794
2023-04-30,Diffa,Goudoumaria,Goudoumaria,8,32,0,29,0,0,13.5988207,10.8531292
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,3,12,0,32,0,0,13.5133189,10.9790045
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,24,96,0,112,0,0,13.4226701,11.3864572
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,4,16,0,32,0,0,13.3466388,11.595275
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,280,1120,0,1280,0,0,13.2117781,12.071745
2023-04-30,Diffa,Maine_Soroa,Foulatari,12,48,0,10,0,0,13.5658084,12.1582618
2023-04-30,Diffa,Diffa,Chetimari,40,160,0,48,0,0,13.1896183,12.418635
2023-04-30,Diffa,Diffa,Chetimari,83,332,0,48,0,0,13.1893798,12.4234599
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,4,16,0,10,0,0,13.3058517,11.9308814
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,28,112,0,32,0,0,13.1794882,12.3388085
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,32,128,0,64,0,0,13.1803997,12.2387817
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,48,192,0,96,0,0,13.1850167,12.19706
2023-04-30,Diffa,Nguigmi,Kabalewa,32,128,0,192,100,100,13.80929,12.9468833
2023-04-30,Diffa,Nguigmi,Kabalewa,80,320,0,0,0,0,13.9439547,12.9552811
2023-04-30,Diffa,Nguigmi,Kabalewa,240,960,0,0,0,0,13.9714066,12.9800133
2023-04-30,Diffa,Nguigmi,Kabalewa,240,960,0,0,0,0,13.9730569,12.9621616
2023-04-30,Diffa,Nguigmi,Kabalewa,96,384,0,0,0,0,13.9799836,12.9717877
2023-04-30,Diffa,Nguigmi,Kabalewa,240,960,0,0,0,0,14.121331,12.9740822
2023-04-30,Diffa,Nguigmi,Kabalewa,320,1280,0,0,0,0,14.0620025,12.9598098
2023-04-30,Diffa,Nguigmi,Kabalewa,320,1280,0,320,0,0,14.15817,13.0168913
2023-04-30,Diffa,Nguigmi,Nguigmi,80,320,0,0,0,0,14.178395,13.0257323
2023-04-30,Diffa,Nguigmi,Nguigmi,32,128,0,0,0,0,14.2391846,13.0576946
2023-04-30,Diffa,Nguigmi,Nguigmi,128,512,0,0,0,0,14.2501489,13.0783994
2023-04-30,Diffa,Nguigmi,Nguigmi,200,800,0,0,0,0,14.314955,13.1194283
2023-04-30,Diffa,Nguigmi,Nguigmi,40,160,0,0,0,0,14.379819,13.1154217
2023-04-30,Diffa,Nguigmi,Nguigmi,120,480,0,0,0,0,14.3274225,13.1598908
2023-04-30,Diffa,Nguigmi,Nguigmi,40,160,0,0,0,0,14.3180544,13.1081278
2023-04-30,Diffa,Nguigmi,Nguigmi,44,176,0,0,0,0,14.4151874,13.3895414
2023-04-30,Diffa,Nguigmi,Nguigmi,800,3200,0,0,0,0,14.4127867,13.3824867
2023-04-30,Diffa,Nguigmi,Nguigmi,240,960,0,0,0,0,14.3953204,13.2810276
2023-04-30,Diffa,Nguigmi,Kabalewa,80,320,0,0,0,0,13.9293338,12.8763761
2023-04-30,Diffa,Nguigmi,Kabalewa,80,320,0,0,0,0,14.0451133,12.9745633
2023-04-30,Diffa,Nguigmi,Nguigmi,206,825,0,0,0,0,14.3551597,13.1363585
2023-04-30,Diffa,Nguigmi,Nguigmi,120,480,0,0,0,0,14.3734489,13.2492684
2023-04-30,Diffa,Nguigmi,Nguigmi,40,160,0,0,0,0,14.3700778,13.2461797
2023-04-30,Diffa,Ngourti,Ngourti,0,0,0,224,0,0,15.0558155,13.2979514
2023-04-30,Diffa,Ngourti,Ngourti,0,0,0,160,0,0,14.8309683,13.2404917
2023-04-30,Diffa,Nguigmi,Kabalewa,640,2560,0,0,0,0,13.8367229,12.937092
2023-04-30,Diffa,Nguigmi,Kabalewa,80,320,0,0,8,0,13.9787467,12.9738655
2023-04-30,Diffa,Nguigmi,Kabalewa,120,480,0,0,0,0,13.9689121,12.978331
2023-04-30,Diffa,Nguigmi,Kabalewa,120,480,0,64,70,49,13.9735283,12.965375
2023-04-30,Diffa,Nguigmi,Kabalewa,136,544,0,0,0,140,13.9760623,12.9658714
2023-04-30,Diffa,Nguigmi,Kabalewa,160,640,0,320,0,300,13.9765635,12.9786901
2023-04-30,Diffa,Goudoumaria,Goudoumaria,240,960,0,160,0,0,13.5598483,11.7401939
2023-04-30,Diffa,Goudoumaria,Goudoumaria,56,224,0,320,0,0,13.5934292,11.5084195
2023-04-30,Diffa,Goudoumaria,Goudoumaria,46,185,0,403,0,0,13.7094012,11.1837475
2023-04-30,Diffa,Goudoumaria,Goudoumaria,32,128,0,32,0,0,13.6560137,11.1825901
2023-04-30,Diffa,Goudoumaria,Goudoumaria,7,29,0,16,0,0,13.7005225,10.9028931
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,4,16,0,22,0,0,13.498642,10.8448313
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,8,32,0,16,0,0,13.4685388,10.8428153
2023-04-30,Diffa,Goudoumaria,Goudoumaria,32,128,0,32,0,0,13.4017567,10.7745283
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,12,48,0,128,0,0,13.3771215,11.0072747
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,16,64,0,48,0,0,13.7007433,11.4003183
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,4,16,0,10,0,0,13.398686,11.4697619
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,8,32,0,48,0,0,13.3812445,11.501495
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,4,16,0,32,0,0,13.292606,11.7983843
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,32,128,0,32,0,0,13.1797895,12.3310874
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,40,160,0,80,0,0,13.1752375,12.2274948
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,80,320,0,32,0,0,13.186017,12.189376
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,16,64,0,32,0,0,13.2039018,12.1388821
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,64,256,0,160,0,0,13.2096124,12.0720003
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,6,25,0,16,0,0,13.2919671,12.0193678
2023-04-30,Diffa,Diffa,Chetimari,32,128,0,96,0,0,13.3616418,12.4063175
2023-04-30,Diffa,Diffa,Chetimari,80,320,0,64,0,0,13.2071517,12.4220905
2023-04-30,Diffa,Diffa,Chetimari,76,304,0,32,0,0,13.188326,12.4240627
2023-04-30,Diffa,Diffa,Chetimari,40,160,0,16,0,0,13.190543,12.4107251
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,32,128,0,96,0,0,13.1460485,12.052278
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,8,32,0,16,0,0,13.2668498,11.9716894
2023-04-30,Diffa,Diffa,Chetimari,200,800,0,160,0,0,13.1743585,12.3608105
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,160,640,0,256,0,0,13.217387,12.0465452
2023-04-30,Diffa,Diffa,Chetimari,75,300,0,16,0,0,13.1904399,12.4023981
2023-04-30,Diffa,Diffa,Diffa,400,1600,0,0,0,258,13.34005534,12.58806682
2023-04-30,Diffa,Diffa,Diffa,120,480,0,0,0,250,13.33958658,12.5901535
2023-04-30,Diffa,Diffa,Diffa,200,800,0,0,0,60,13.33866219,12.59087048
2023-04-30,Diffa,Diffa,Diffa,160,640,0,160,0,500,13.31999715,12.60134208
2023-04-30,Diffa,Diffa,Diffa,160,640,0,0,0,1250,13.32166612,12.59850313
2023-04-30,Diffa,Diffa,Diffa,200,800,0,160,900,1500,13.32480208,12.6029644
2023-04-30,Diffa,Diffa,Diffa,240,960,0,0,0,200,13.33903589,12.59623448
2023-04-30,Diffa,Diffa,Diffa,320,1280,0,0,0,340,13.33953483,12.59335756
2023-04-30,Diffa,Diffa,Diffa,80,320,0,0,0,80,13.34789066,12.58921833
2023-04-30,Diffa,Diffa,Diffa,314,1257,0,0,0,0,13.34275515,12.58883486
2023-04-30,Diffa,Diffa,Chetimari,120,480,0,80,0,0,13.2626701,12.4797451
2023-04-30,Diffa,Nguigmi,Nguigmi,160,640,0,0,0,0,14.4123008,13.3306386
2023-04-30,Diffa,Nguigmi,Nguigmi,160,640,0,0,0,0,14.4094608,13.3141318
2023-04-30,Diffa,Diffa,Diffa,160,640,0,0,0,560,13.3550705,12.6152393
2023-04-30,Diffa,Diffa,Diffa,120,480,0,0,0,0,13.3605993,12.6090355
2023-04-30,Diffa,Diffa,Gueskerou,184,736,0,0,0,0,13.3464447,12.5836551
2023-04-30,Diffa,Diffa,Diffa,136,544,0,0,0,700,13.3617167,12.581755
2023-04-30,Diffa,Diffa,Diffa,56,224,0,0,0,0,13.3591928,12.587074
2023-04-30,Diffa,Nguigmi,Nguigmi,40,160,0,0,0,0,14.3605151,13.1698368
2023-04-30,Diffa,Diffa,Chetimari,77,307,0,134,0,0,13.2659783,12.4844733
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,24,96,0,64,0,0,13.24802938,11.9392418
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,6,22,0,64,0,0,13.25485988,11.98096767
2023-04-30,Diffa,Diffa,Chetimari,20,80,0,10,0,0,13.26829753,12.49116976
2023-04-30,Diffa,Diffa,Chetimari,50,201,0,112,0,0,13.27303276,12.49065896
2023-04-30,Diffa,Diffa,Chetimari,40,160,0,32,0,0,13.26948743,12.49202622
2023-04-30,Diffa,Diffa,Chetimari,164,656,0,102,0,0,13.1907524,12.41957531
2023-04-30,Diffa,Diffa,Chetimari,40,160,0,64,0,0,13.19357056,12.41989575
2023-04-30,Diffa,Diffa,Chetimari,32,128,0,58,0,0,13.1846492,12.42210958
2023-04-30,Diffa,Nguigmi,Kabalewa,80,320,0,64,0,0,13.8903946,12.755468
2023-04-30,Diffa,Nguigmi,Nguigmi,90,361,0,128,0,2304,14.2588346,13.1181246
2023-04-30,Diffa,Nguigmi,Nguigmi,40,160,0,128,0,280,14.245769,13.1149166
2023-04-30,Diffa,Diffa,Chetimari,160,640,0,128,0,0,13.2674564,12.4863552
2023-04-30,Diffa,Diffa,Chetimari,160,640,0,0,0,0,13.2701357,12.4905449
2023-04-30,Diffa,Diffa,Chetimari,20,80,0,160,0,0,13.2090124,12.4247285
2023-04-30,Diffa,Bosso,Toumour,42,169,0,0,0,0,13.66471658,13.12071263
2023-04-30,Diffa,Bosso,Toumour,32,128,0,0,0,0,13.66472765,13.12078949
2023-04-30,Diffa,Diffa,Diffa,120,480,0,640,0,500,13.2937649,12.59385386
2023-04-30,Diffa,Diffa,Diffa,200,800,0,0,0,1100,13.30105954,12.5942059
2023-04-30,Diffa,Diffa,Diffa,240,960,0,0,300,3500,13.33255186,12.59626491
2023-04-30,Diffa,Bosso,Toumour,144,576,0,0,0,250,13.66473021,13.12078538
2023-04-30,Diffa,Bosso,Toumour,184,736,0,0,0,0,13.66469098,13.1207801
2023-04-30,Diffa,Bosso,Toumour,120,480,0,0,0,50,13.66464756,13.12080416
2023-04-30,Diffa,Bosso,Toumour,16,64,0,0,0,250,13.66470078,13.12078505
2023-04-30,Diffa,Bosso,Bosso,400,1600,0,0,0,50,13.70031168,13.30667194
2023-04-30,Diffa,Maine_Soroa,Foulatari,120,480,0,160,0,0,13.54884469,12.05761498
2023-04-30,Diffa,Diffa,Chetimari,64,256,0,320,0,0,13.4217232,12.36818679
2023-04-30,Diffa,Diffa,Chetimari,485,1939,0,10,0,0,13.22243226,12.43289248
2023-04-30,Diffa,Diffa,Chetimari,32,128,0,0,0,0,13.18811545,12.39338522
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,40,160,0,32,0,0,13.1829149,12.20003651
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,32,128,0,35,0,0,13.19768469,12.17196878
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,228,912,0,48,0,0,13.20667533,12.07349659
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,112,448,0,64,0,0,13.20983523,12.04972073
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,68,272,0,224,0,0,13.20932125,12.04604946
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,48,192,0,128,0,0,13.21423589,12.02926378
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,68,272,0,176,0,0,13.20710277,12.03045057
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,16,64,0,16,0,0,13.18115059,12.30462891
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,8,32,0,32,0,0,13.18680989,12.26243894
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,16,64,0,80,525,0,13.22137677,12.03744058
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,38,153,0,864,245,1120,13.22501854,12.03806779
2023-04-30,Diffa,Maine_Soroa,Maine_Soroa,88,352,0,0,0,0,13.1934875,12.15299944
2023-04-30,Diffa,Diffa,Gueskerou,480,1920,0,0,140,0,13.49610903,12.81657955
2023-04-30,Diffa,Diffa,Gueskerou,240,960,0,0,350,0,13.48871221,12.80469317
2023-04-30,Diffa,Diffa,Gueskerou,0,0,0,96,0,0,13.42600505,12.78028163
2023-04-30,Diffa,Diffa,Gueskerou,0,0,0,1280,0,0,13.41383864,12.77107922
2023-04-30,Diffa,Diffa,Gueskerou,0,0,0,1600,0,0,13.43201676,12.73188184
2023-04-30,Diffa,Diffa,Gueskerou,80,320,0,0,0,0,13.33494632,12.57689525
2023-04-30,Diffa,Diffa,Gueskerou,400,1600,0,0,280,0,13.33882811,12.58196287
2023-04-30,Diffa,Diffa,Gueskerou,48,192,0,0,0,0,13.33728311,12.58424518
2023-04-30,Diffa,Diffa,Gueskerou,120,480,0,0,70,0,13.33291241,12.58293006
2023-04-30,Diffa,Bosso,Toumour,480,1920,0,0,2100,0,13.67897856,13.12535344
2023-04-30,Diffa,Bosso,Toumour,240,960,0,0,210,0,13.67902081,13.12535042
2023-04-30,Diffa,Bosso,Toumour,400,1600,0,0,350,0,13.67896301,13.12535704
2023-04-30,Diffa,Bosso,Toumour,200,800,0,0,210,0,13.67899449,13.12536048
2023-04-30,Diffa,Bosso,Toumour,80,320,0,0,210,0,13.66711226,13.12399859
2023-04-30,Diffa,Bosso,Toumour,160,640,0,0,0,0,13.66653915,13.12221064
2023-04-30,Diffa,Bosso,Toumour,104,416,0,0,140,0,13.66750881,13.12550901
2023-04-30,Diffa,Bosso,Toumour,160,640,0,0,210,0,13.66751019,13.12549895
2023-04-30,Diffa,Bosso,Toumour,24,96,0,0,140,0,13.66752477,13.12548352
2023-04-30,Diffa,Bosso,Toumour,120,480,0,0,0,0,13.66749129,13.12546408
